  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
4876   10    0   25.00  14.29     2      8   14      7     10     9    90.00
4877   18    0   17.39  14.29     4     23   28     11     18    17    94.44
4878   10    0   28.57  22.22     2      7    9      3     10    10   100.00
4879   16    0    9.52  11.11     2     21   18     12     16    15    93.75
4880   11    0   44.44  30.77     4      9   13      4     11    11   100.00
4881   16    0   11.11  11.11     2     18   18      2     16    16   100.00
4882   12    0   18.75  25.00     3     16   12      4     12    12   100.00
4883   15    0    9.09  16.67     2     22   12      7     15    14    93.33
4884   16    0   23.08  13.04     3     13   23      6     16    14    87.50
4885   23    0   16.00  14.81     4     25   27      9     23    23   100.00
4886   15    0   12.50  12.50     2     16   16      6     15    14    93.33
4887   10    0   20.00  22.22     2     10    9      1     10     9    90.00
4888   10    0   50.00  46.15     6     12   13      1     10    10   100.00
4889   14    0   23.08  23.08     3     13   13      2     14    14   100.00
4890   18    0   12.00  15.00     3     25   20      5     18    18   100.00
4891   13    0   44.44  30.77     4      9   13      4     13    13   100.00
4892   18    0   17.86  18.52     5     28   27     15     18    17    94.44
4893   15    0   17.65  21.43     3     17   14      2     15    15   100.00
4894   20    0   11.11  13.33     2     18   15      4     20    20   100.00
4895   14    0   29.41  26.32     5     17   19      3     14    14   100.00
4896   15    0   11.11   6.25     1      9   16      9     15    15   100.00
4897   10    0   30.00  27.27     3     10   11      4     10     9    90.00
4898   11    0   23.08  30.00     3     13   10      1     11    11   100.00
4899   17    0   12.50  10.00     2     16   20      7     17    16    94.12
4900   10    0   23.08  30.00     3     13   10      4     10    10   100.00
4901   20    0   33.33  36.36     8     24   22      4     20    20   100.00
4902   11    0   33.33  40.00     4     12   10      3     11    11   100.00
4903   18    0    8.00   9.09     2     25   22     11     18    17    94.44
4904   18    0   18.52  22.73     5     27   22     14     18    17    94.44
4905   10    0   36.36  50.00     4     11    8      1     10    10   100.00
4906   10    0   16.67  16.67     2     12   12      3     10     9    90.00
4907   11    0    9.09   7.69     1     11   13      1     11    11   100.00
4908   15    0   25.00  26.67     4     16   15     10     15    14    93.33
4909   12    0   50.00  60.00     6     12   10      0     12    12   100.00
4910   22    0   14.29  11.54     3     21   26      6     22    22   100.00
4911   12    0   30.00  25.00     3     10   12      3     12    12   100.00
4912   10    0   28.57  18.18     2      7   11      4     10     9    90.00
4913   20    0    7.69  13.33     2     26   15      9     20    19    95.00
4914   22    0   16.00  16.67     4     25   24     12     22    22   100.00
4915   23    0   20.83  26.32     5     24   19      6     23    23   100.00
4916   14    0   20.83  31.25     5     24   16      6     14    14   100.00
4917   11    0   18.18  16.67     2     11   12      4     11    10    90.91
4918   10    0   41.67  55.56     5     12    9      1     10    10   100.00
4919   15    0   10.00  11.11     2     20   18      9     15    14    93.33
4920   13    0    8.33   6.67     1     12   15      5     13    13   100.00
4921   19    0   13.64  13.64     3     22   22     10     19    19   100.00
4922   11    0    7.14   8.33     1     14   12      2     11    10    90.91
4923   12    0   25.00  25.00     3     12   12      1     12    12   100.00
4924   19    0   12.50  13.64     3     24   22      4     19    19   100.00
4925   11    0   27.27  23.08     3     11   13      3     11     9    81.82
4926   14    0   21.43  20.00     3     14   15      7     14    13    92.86
4927   17    0   12.50  10.53     2     16   19      7     17    17   100.00
4928   11    0   20.00  18.18     2     10   11      6     11    10    90.91
4929   12    0   10.00   7.14     1     10   14      6     12    11    91.67
4930   22    0   10.00  12.50     3     30   24     16     22    21    95.45
4931   11    0   18.18  12.50     2     11   16      6     11    10    90.91
4932   19    0   22.73  26.32     5     22   19      9     19    18    94.74
4933   19    0   14.29  15.00     3     21   20     10     19    18    94.74
4934   13    0   29.41  35.71     5     17   14      1     13    13   100.00
4935   15    0   15.00  13.64     3     20   22      7     15    15   100.00
4936   19    0   20.00  14.81     4     20   27     14     19    18    94.74
4937   22    0    8.00  10.00     2     25   20     13     22    20    90.91
4938   16    0   10.00  11.76     2     20   17      3     16    16   100.00
4939   12    0   18.75  20.00     3     16   15      3     12    11    91.67
4940   12    0    8.33   6.25     1     12   16      5     12    11    91.67
4941   14    0   13.33  13.33     2     15   15     10     14    13    92.86
4942   10    0   20.00  30.00     3     15   10      5     10     9    90.00
4943   21    0   20.83  20.00     5     24   25      7     21    21   100.00
4944   13    0   20.00  18.75     3     15   16      3     13    12    92.31
4945   23    0   11.11  12.00     3     27   25      6     23    22    95.65
4946   17    0   11.76  11.11     2     17   18      7     17    17   100.00
4947   23    0    6.67   6.67     2     30   30     18     23    22    95.65
4948   17    0   13.33  10.00     2     15   20     11     17    16    94.12
4949   15    0    5.26   7.69     1     19   13      8     15    14    93.33
4950   20    0   27.27  22.22     6     22   27      9     20    19    95.00
4951   15    0   40.00  21.05     4     10   19      2     15    14    93.33
4952   10    0   28.57  16.67     2      7   12      5     10     9    90.00
4953   12    0   37.50  21.43     3      8   14      6     12    11    91.67
4954   12    0   21.43  20.00     3     14   15      5     12    11    91.67
4955   11    0   23.08  23.08     3     13   13      5     11    10    90.91
4956   22    0    9.52  10.53     2     21   19      8     22    21    95.45
4957   18    0   27.78  23.81     5     18   21      6     18    18   100.00
4958   11    0   23.08  37.50     3     13    8      3     11    10    90.91
4959   10    0   22.22  16.67     2      9   12      4     10     9    90.00
4960   11    0   25.00  27.27     3     12   11      3     11    11   100.00
4961   16    0   16.67  20.00     3     18   15      6     16    16   100.00
4962   10    0    7.14   7.14     1     14   14      7     10     9    90.00
4963   16    0   14.29   9.09     2     14   22      7     16    15    93.75
4964   15    0   23.53  23.53     4     17   17      6     15    13    86.67
4965   20    0   13.64  12.50     3     22   24      9     20    20   100.00
4966   13    0   20.00  18.75     3     15   16      3     13    13   100.00
4967   15    0   33.33  23.53     4     12   17      9     15    14    93.33
4968   12    0   25.00  15.38     2      8   13      1     12    12   100.00
4969   22    0   12.50  13.64     3     24   22      8     22    21    95.45
4970   21    0   15.79  13.04     3     19   23      4     21    21   100.00
4971   10    0   22.22  18.18     2      9   11      3     10     9    90.00
4972   21    0   23.81  26.32     5     21   19     12     21    21   100.00
4973   12    0   38.46  50.00     5     13   10      4     12    12   100.00
4974   14    0   16.67  20.00     3     18   15      6     14    13    92.86
4975   13    0   11.76  20.00     2     17   10      3     13    13   100.00
4976   11    0   13.33  20.00     2     15   10      4     11    10    90.91
4977   24    0   11.54  11.54     3     26   26      9     24    24   100.00
4978   12    0   22.22  14.29     2      9   14      3     12    12   100.00
4979   12    0   11.76  12.50     2     17   16      8     12    11    91.67
4980   18    0   10.53   8.70     2     19   23     14     18    17    94.44
4981   14    0   27.78  35.71     5     18   14      1     14    14   100.00
4982   11    0   18.18  16.67     2     11   12      4     11    10    90.91
4983   11    0   23.08  23.08     3     13   13      1     11    11   100.00
4984   22    0   20.69  27.27     6     29   22     10     22    22   100.00
4985   13    0   29.41  35.71     5     17   14      2     13    12    92.31
4986   17    0   10.53  11.11     2     19   18      6     17    16    94.12
4987   14    0    6.25   5.56     1     16   18      8     14    13    92.86
4988   10    0   26.67  33.33     4     15   12      5     10     9    90.00
4989   24    0   11.11  10.34     3     27   29     15     24    23    95.83
4990   23    0   15.38  13.79     4     26   29     11     23    22    95.65
4991   21    0   24.00  24.00     6     25   25      9     21    21   100.00
4992   18    0    8.70   7.14     2     23   28     16     18    16    88.89
4993   15    0   14.29  21.43     3     21   14      6     15    14    93.33
4994   14    0   18.75  14.29     3     16   21     10     14    13    92.86
4995   17    0   17.65  18.75     3     17   16      7     17    16    94.12
4996   20    0   30.00  25.00     6     20   24      7     20    19    95.00
4997   15    0   13.04  17.65     3     23   17      8     15    14    93.33
4998   15    0   10.00  12.50     2     20   16     11     15    13    86.67
4999   23    0   11.54  13.04     3     26   23      6     23    23   100.00
5000   13    0   23.08  18.75     3     13   16      6     13    12    92.31
5001   18    0    5.26   4.00     1     19   25      7     18    18   100.00
5002   10    0   25.00  14.29     2      8   14      3     10     9    90.00
5003   16    0   23.53  36.36     4     17   11      2     16    15    93.75
5004   17    0   10.00  13.33     2     20   15      7     17    17   100.00
5005   20    0    8.33   9.52     2     24   21      8     20    19    95.00
5006   13    0   16.67  22.22     2     12    9      2     13    13   100.00
5007   22    0    8.33   8.00     2     24   25      6     22    22   100.00
5008   13    0   15.38  11.11     2     13   18      2     13    13   100.00
5009   21    0   13.64  11.11     3     22   27     12     21    20    95.24
5010   11    0   13.33  20.00     2     15   10      1     11    11   100.00
5011   12    0   27.27  27.27     3     11   11      3     12    12   100.00
